名稱	戰法	特性1	特性2	特性3	奉行特性	家宰特性	所屬	登場年	統率	武勇	智略	政務	合計	物慾	主義	出身	信仰	騎兵LV	鐵炮LV	AI LV	野心
朝比奈泰能	警戒	自衛	控場		治水奉行	人海戰術	駿河	1522	61	60	58	54	233	普通	中庸	武士	佛教			B	6
蘆田信守	警戒	自衛			治水奉行	地區檢地	信濃	1541	62	60	45	39	206	普通	保守	武士	佛教	○		B	6
池田長幸	止步	工事			工事奉行	調遣民夫	山城	1602	72	60	73	61	266	普通	革新	武士	佛教			B	6
色部長實	警戒	用兵	馬術		樂市奉行	積草屯糧	越后	1570	61	60	44	45	210	普通	保守	武士	佛教			B	7
浮田國定	罵聲	防災			樂市奉行	擴張農產	備前	1495	33	60	68	38	199	貪婪	革新	武士	佛教			C	12
江戶忠通	激勵	鐵壁			庶民之悟	重視內治	長陸	1521	61	60	53	51	225	貪婪	保守	武士	佛教			B	10
遠藤慶隆	突襲	盛名			甲冑奉行	補給鐵炮	美濃	1562	41	60	43	46	190	普通	中庸	武士	佛教			C	8
小笠原忠真	警戒	馬術			軍糧奉行	強化騎兵	下總	1610	46	60	59	64	229	普通	保守	武士	佛教	○		B	8
柏山明吉	混亂	用兵			工事奉行	重視內治	陸中	1544	63	60	70	44	237	普通	保守	武士	佛教			B	8
片桐貞隆	罵聲	盡心盡力			工事奉行	常備兵訓練	近江	1574	65	60	63	66	254	普通	革新	武士	佛教			B	8
金森長近	止步	控場	工事		治水奉行	宴席交流	美濃	1539	68	60	65	55	248	貪婪	中庸	武士	佛教	○		C	7
金子元宅	飛馳	防災			軍糧奉行	役商基建	伊予	1565	63	60	66	33	222	淡泊	中庸	武士	佛教			B	3
豐臣秀長	罵聲	盛名	控場	巧言	羽柴傳	積草屯糧	尾張	1554	80	60	87	86	313	淡泊	革新	庶民	佛教		○	A	3
木下秀長																					
朽木稙綱	罵聲	巧言			治水奉行	武斷主義	近江	1512	66	60	75	74	275	淡泊	保守	武士	佛教			B	7
小西行景	攪亂	破策			商人之悟	售出貢米	和泉	1583	64	60	53	66	243	普通	革新	商人	基督教		○	B	6
駒井高白齋	混亂	雄辯	能吏		武士之悟	地區檢地	甲斐	1526	76	60	61	81	278	淡泊	中庸	武士	佛教			B	3
近藤政成	激勵	攻勢			甲冑奉行	重農主義	越前	1602	39	60	41	36	176	普通	革新	武士	佛教			C	8
酒井政辰	激勵	攻城			旗幟奉行	臥薪嚐膽	上總	1558	43	60	57	38	198	普通	中庸	武士	佛教			C	7
里見義弘	警戒	自衛	堅陣		治水奉行	固守城池	安房	1544	75	60	51	51	237	普通	保守	武士	佛教			B	9
瀨名氏貞	止步	鐵壁			今川傳	人海戰術	駿河	1511	72	60	62	62	256	淡泊	中庸	名門	佛教			B	3
太原雪齋	不立文字	雄辯	用兵	破策	軍師之悟	人海戰術	駿河	1510	90	60	96	95	341	淡泊	中庸	軍師	佛教			S	9
大寶寺義氏	激勵	攻勢	巧言		寺社奉行	歸農主義	羽前	1565	65	60	30	28	183	貪婪	保守	僧侶	佛教			B	12
武田信豐	警戒	控場			武田傳	地區檢地	甲斐	1561	70	60	61	46	237	淡泊	保守	武士	佛教			B	9
楯岡滿茂	罵聲	盡心盡力			樂市奉行	固守城池	羽前	1570	63	60	56	38	217	普通	中庸	武士	佛教			B	7
種子島時堯	止步	工事	炮術		炮術奉行	鐵炮訓練	大隅	1542	57	60	71	70	258	貪婪	革新	武士	佛教		⌾	B	8
千坂景親	攪亂	雄辯	巧言		工事奉行	重視內治	越后	1550	78	60	72	74	284	淡泊	保守	武士	佛教			B	5
遠山景任	威壓	鐵壁			樂市奉行	增強兵役	美濃	1527	62	60	60	38	220	普通	中庸	武士	佛教			B	12
戶川秀安	混亂	攻勢	海神		軍師之悟	擴張農產	備前	1547	54	60	75	72	261	普通	革新	軍師	佛教			A	7
朝長純利	混亂	雄辯			治水奉行	役民基建	肥前	1533	55	60	68	64	247	普通	保守	武士	佛教			B	4
朝長前安	激勵	自衛			治水奉行	役民基建	肥前	1592	72	60	45	55	232	淡泊	革新	武士	佛教			B	5
長尾種常	飛馳	反攻			武士之悟	速食軍糧	伊勢	1555	41	60	54	49	204	貪婪	保守	武士	佛教			B	8
中島元行	飛馳	攻勢			武士之悟	增強兵役	備中	1566	57	60	43	58	218	普通	保守	武士	佛教			B	4
南條宗勝	混亂	盛名			溫泉奉行	重農主義	伯耆	1512	65	60	66	46	237	普通	革新	武士	佛教			B	9
沼田祐光	潛力	用兵	計謀	破策	軍師之悟	臥薪嚐膽	若狹	1553	66	60	75	84	285	貪婪	革新	軍師	佛教			B	7
蜂屋賴隆	警戒	乾坤			旗幟奉行	鐵炮訓練	美濃	1548	49	60	47	29	185	普通	革新	武士	佛教			C	6
早川長政	飛馳	攻勢			甲冑奉行	重用人才	尾張	1582	53	60	32	29	174	淡泊	革新	武士	佛教			C	10
塙直政	激勵	工事			工事奉行	重商主義	尾張	1546	62	60	46	73	241	普通	革新	武士	佛教		○	B	5
土方雄氏	激勵	牢固			旗幟奉行	常備兵訓練	伊勢	1594	44	60	42	42	188	普通	革新	武士	佛教			C	7
本多忠政	罵聲	盡心盡力			樂市奉行	年功加俸	遠江	1589	62	60	57	59	238	淡泊	革新	武士	佛教			B	4
正木賴忠	威壓	攻城			武士之悟	常備兵訓練	上總	1565	40	60	58	56	214	淡泊	保守	武士	佛教			B	9
增田盛次	突襲	牢固			旗幟奉行	增強軍役	尾張	1594	56	60	53	46	215	普通	革新	武士	佛教			B	7
由良成繁	混亂	牢固			工事奉行	役商基建	上野	1520	64	60	63	70	257	貪婪	保守	武士	佛教			B	9
橫瀨成繁																					
龍造寺家兼	止步	牢固	用兵		龍造寺傳	補給騎兵	肥前	1468	86	60	89	79	314	淡泊	中庸	武士	佛教			A	8
六角義治	激勵	攻勢			武士之悟	鬼神兵法	近江	1558	43	60	34	31	168	貪婪	保守	武士	佛教			C	12
六角義弼																					
明智光繼	內訌	盡心盡力			樂市奉行	補給鐵炮	美濃	1489	76	61	69	62	268	普通	保守	武士	佛教			B	9
朝倉一玄	潛力	計謀			工事奉行	謀攻主義	豐后	1542	68	61	81	57	267	淡泊	革新	武士	佛教			B	5
井伊直盛	攪亂	攻勢			甲冑奉行	人海戰術	遠江	1521	53	61	60	46	220	普通	中庸	武士	佛教			A	6
石川高信	威壓	自衛	攻勢		南部傳	購買糧食	陸奧	1511	83	61	66	53	263	普通	中庸	武士	佛教	○		B	7
石田三成	義之指揮	天下奉行	修繕	能吏	官吏之悟	無情役使	近江	1575	70	61	77	98	306	淡泊	中庸	官吏	佛教			A	6
伊東義益	治療	盛名	射手		守城奉行	常備兵訓練	日向	1560	48	61	75	67	251	淡泊	中庸	武士	佛教			B	7
稻葉道通	攪亂	自衛			樂市奉行	補給鐵炮	美濃	1585	70	61	68	50	249	普通	革新	武士	佛教			B	8
上野隆德	威壓	鐵壁			樂市奉行	增強兵役	備中	1559	65	61	36	50	212	淡泊	中庸	武士	佛教			B	6
大浦政信	威壓	攻勢			甲冑奉行	積草屯糧	陸奧	1511	36	61	39	42	178	貪婪	中庸	武士	佛教			C	8
太田氏資	激勵	牢固	堅陣		旗幟奉行	常備兵訓練	武藏	1556	60	61	59	46	226	貪婪	保守	武士	佛教			B	7
太田定久	罵聲	攻勢			甲冑奉行	鐵炮訓練	紀伊	1545	43	61	57	49	210	普通	保守	武士	佛教			B	7
大田原晴清	警戒	破策			軍糧奉行	武斷主義	下野	1581	43	61	51	66	221	普通	保守	武士	佛教	○		B	5
大和田光盛	飛馳	攻勢			甲冑奉行	臥薪嚐膽	羽后	1521	59	61	51	39	210	貪婪	中庸	武士	佛教			B	12
岡利勝	內訌	盡心盡力			溫泉奉行	擴張農產	備前	1546	67	61	64	66	258	普通	革新	武士	佛教			A	5
奧村助右衛門	突襲	盡心盡力			樂市奉行	成果加俸	尾張	1556	66	61	50	55	232	淡泊	保守	武士	佛教			B	5
小田政光	混亂	防災			樂市奉行	加征米稅	肥前	1523	57	61	65	61	244	貪婪	中庸	武士	佛教			B	10
小野寺義道	警戒	盡心盡力			旗幟奉行	臥薪嚐膽	羽后	1580	61	61	28	24	174	普通	中庸	武士	佛教			C	9
小幡憲重	內訌	盡心盡力	馬術		治水奉行	強化騎兵	上野	1536	72	61	67	40	240	淡泊	保守	武士	佛教	○		B	5
河東田清重	激勵	破策			軍糧奉行	交易主義	磐城	1556	57	61	58	73	249	淡泊	保守	武士	佛教			B	4
川上忠實	警戒	攻城			旗幟奉行	補給鐵炮	薩摩	1577	49	61	55	55	220	普通	革新	武士	佛教			B	8
河尻秀長	威壓	盡心盡力			旗幟奉行	成果加俸	美濃	1568	42	61	47	25	175	普通	革新	武士	佛教			C	6
河尻秀隆	突襲	牢固	控場		治水奉行	鐵炮訓練	美濃	1541	53	61	62	64	240	普通	革新	武士	佛教	○		B	9
北信愛	混亂	鐵壁	盛名		軍師之悟	補給騎兵	陸奧	1537	72	61	71	84	288	淡泊	中庸	軍師	佛教			B	6
黑川清實	罵聲	修繕			軍糧奉行	加征米稅	越后	1524	64	61	73	62	260	普通	中庸	武士	佛教	○		B	9
河野通宣	突襲	反攻			溫泉奉行	役商基建	伊予	1541	50	61	49	51	211	普通	革新	武士	佛教		○	B	8
後藤勝國	飛馳	牢固			旗幟奉行	常備兵訓練	美作	1524	54	61	59	37	211	淡泊	中庸	武士	佛教			B	8
柴田勝政	警戒	牢固			旗幟奉行	補給鐵炮	尾張	1568	53	61	47	32	193	普通	保守	武士	佛教			B	8
佐久間勝政																					
鮭延貞綱	罵聲	盡心盡力	攻勢		工事奉行	常備兵訓練	近江	1530	71	61	73	62	267	普通	保守	武士	佛教	○		B	9
毛利秀賴	警戒	血氣			旗幟奉行	鐵炮訓練	尾張	1555	60	61	36	35	192	貪婪	保守	名門	佛教	○	○	C	6
新發田長敦	止步	雄辯			治水奉行	積草屯糧	越后	1552	63	61	63	66	253	淡泊	保守	武士	佛教			B	7
島津尚久	飛馳	海神	射手	炮術	島津傳	精銳銃手	薩摩	1545	59	61	52	32	204	淡泊	革新	武士	佛教		○	B	10
新城村尚	警戒	鐵壁			工事奉行	成果加俸	巖代	1499	63	61	55	62	241	貪婪	保守	武士	佛教			B	10
菅谷勝貞	止步	用兵	馬術		馬術奉行	能人之治	長陸	1511	71	61	73	53	258	淡泊	中庸	武士	佛教	○		B	3
高梨內記	突襲	牢固			軍糧奉行	增強軍役	信濃	1574	59	61	58	63	241	普通	革新	武士	佛教	○		B	4
戶川達安	激勵	防災			樂市奉行	增強軍役	備前	1581	51	61	64	55	231	普通	革新	武士	佛教			B	8
德田重清	突襲	鐵壁			治水奉行	人海戰術	加賀	1530	62	61	44	36	203	普通	中庸	武士	一向宗	○		B	8
乃美隆興	混亂	海神			海賊之悟	勞民動眾	安藝	1527	58	61	65	48	232	普通	保守	海賊	佛教			B	6
波多野秀尚	威壓	牢固			旗幟奉行	擴張農產	丹波	1569	56	61	38	44	199	普通	保守	武士	佛教			C	8
畑山元氏	攪亂	鐵壁			治水奉行	擴張農產	土佐	1544	67	61	54	59	241	貪婪	保守	武士	佛教			B	5
花輪親行	威壓	鐵壁			治水奉行	購買糧食	陸奧	1535	62	61	43	38	204	淡泊	中庸	武士	佛教			B	4
平田范重	飛馳	攻城			旗幟奉行	購買糧食	巖代	1569	57	61	43	36	197	普通	中庸	武士	佛教			C	5
堀直寄	止步	攻城	防災		治水奉行	擴張農產	近江	1590	78	61	72	63	274	普通	革新	武士	佛教			B	8
松倉勝家	威壓	攻城			旗幟奉行	年功加俸	大和	1611	32	61	32	30	155	貪婪	中庸	武士	佛教			C	10
真里谷信應	激勵	攻勢			甲冑奉行	增強軍役	上總	1529	60	61	57	52	230	普通	保守	武士	佛教			B	10
三云成持	激勵	牢固			旗幟奉行	重商主義	近江	1554	54	61	45	46	206	淡泊	中庸	武士	佛教			B	7
姊小路賴綱	止步	人脈	雄辯		國司之教	深謀遠慮	飛騨	1554	62	61	73	71	267	貪婪	保守	名門	佛教	○		B	10
三木自綱																					
三吉隆亮	突襲	攻城			旗幟奉行	重視內治	備后	1520	57	61	50	40	208	淡泊	保守	武士	佛教			B	6
村上景親	突襲	海神			海賊之悟	練武練兵	伊予	1572	75	61	60	48	244	淡泊	中庸	海賊	佛教			B	4
山浦景國	突襲	攻勢			工事奉行	積草屯糧	信濃	1560	65	61	52	62	240	貪婪	保守	武士	佛教	○		B	7
村上國清																					
森可春	警戒	破策			工事奉行	固守城池	山城	1608	62	61	54	66	243	普通	革新	武士	佛教			B	8
安田長秀	飛馳	攻勢			旗幟奉行	積草屯糧	越后	1530	55	61	59	47	222	普通	保守	武士	佛教	○		B	5
筑田晴助	罵聲	雄辯			治水奉行	重視內治	下總	1538	55	61	74	75	265	普通	保守	武士	佛教			B	7
湯川直光	飛馳	牢固			溫泉奉行	武斷主義	紀伊	1528	43	61	45	48	197	普通	保守	武士	佛教			C	5
龍造寺家晴	激勵	攻勢			龍造寺傳	補給騎兵	肥前	1561	55	61	48	42	206	普通	革新	武士	佛教			B	9
六角定賴	止步	雄辯	自衛	工事	僧侶之悟	獎勵樂市	近江	1509	84	61	76	96	317	淡泊	中庸	僧侶	佛教			B	8
朝倉景隆	飛馳	反攻			朝倉傳	重商主義	越前	1509	57	62	45	55	219	普通	中庸	武士	佛教			B	6
天野隆重	內訌	反攻			樂市奉行	人海戰術	周防	1518	77	62	64	54	257	普通	革新	武士	佛教			B	7
有馬晴純	止步	自衛	地利		商人之悟	交易主義	肥前	1498	72	62	63	82	279	貪婪	革新	武士	佛教		○	B	12
飯田興秀	罵聲	地利			守城奉行	年功加俸	周防	1508	40	62	68	72	242	貪婪	中庸	武士	佛教			B	9
石川家成	警戒	用兵			制銀奉行	練武練兵	三河	1548	59	62	56	63	240	普通	中庸	武士	佛教			B	6
石川數正	治療	雄辯	控場	暗中活動	官吏之悟	重農主義	三河	1548	70	62	85	82	299	淡泊	中庸	武士	佛教			A	9
石川直經	突襲	堅陣	工事		軍糧奉行	加征米稅	丹波	1484	72	62	57	76	267	貪婪	保守	武士	佛教			B	8
石川貞清	威壓	修繕	風雅		守城奉行	精銳銃手	尾張	1576	74	62	44	50	230	普通	革新	武士	佛教	○		B	5
伊東祐兵	突襲	盡心盡力			甲冑奉行	增強兵役	日向	1574	60	62	61	60	243	貪婪	中庸	武士	佛教	○		A	8
玄廣惠探	激勵	攻勢			今川傳	人海戰術	駿河	1532	51	62	40	37	190	貪婪	保守	名門	佛教			C	15
氏家隆繼	攪亂	破策			軍糧奉行	歸農主義	陸前	1521	48	62	57	67	234	淡泊	保守	武士	佛教	○		B	7
宇都宮豐綱	突襲	盡心盡力			庶民之悟	地區檢地	伊予	1533	53	62	43	45	203	淡泊	保守	武士	佛教			C	11
浦上政宗	飛馳	巧言			旗幟奉行	購買糧食	備前	1531	49	62	45	43	199	貪婪	保守	武士	佛教			C	7
小笠原秀政	突襲	盡心盡力	馬術		馬術奉行	補給騎兵	山城	1583	45	62	50	73	230	淡泊	保守	武士	佛教	○		B	5
小笠原成助	突襲	反攻			甲冑奉行	增強兵役	阿波	1542	59	62	53	36	210	淡泊	中庸	武士	佛教			B	7
奧平貞治	突襲	鐵壁			軍糧奉行	重農主義	三河	1554	47	62	48	73	230	淡泊	保守	武士	佛教			B	3
織田信光	激勵	計謀			織田傳	重商主義	尾張	1530	56	62	56	40	214	貪婪	保守	武士	佛教			B	8
香川元景	罵聲	用兵			軍糧奉行	重商主義	贊岐	1512	53	62	60	68	243	普通	中庸	武士	佛教			B	8
梶原景宗	威壓	海神			海賊之悟	重農主義	紀伊	1547	60	62	51	28	201	貪婪	革新	海賊	佛教		○	B	7
木曾義昌	罵聲	反攻			甲冑奉行	固守城池	信濃	1554	50	62	59	57	228	貪婪	保守	武士	佛教			B	12
北之川親安	突襲	盡心盡力			旗幟奉行	加征米稅	伊予	1548	41	62	51	50	204	貪婪	保守	武士	佛教			B	8
小寺政職	激勵	工事			樂市奉行	購買糧食	播磨	1539	61	62	63	74	260	貪婪	革新	武士	佛教			B	9
榊原忠次	混亂	盡心盡力	防災		工事奉行	練武練兵	遠江	1614	74	62	68	77	281	普通	革新	武士	佛教			B	7
佐野昌綱	警戒	用兵			軍糧奉行	歸農主義	下野	1543	56	62	50	69	237	淡泊	中庸	武士	佛教			B	8
重見通種	警戒	自衛			治水奉行	年功加俸	伊予	1520	67	62	61	46	236	貪婪	中庸	武士	佛教			B	5
島津貴久	止步	鐵壁	攻勢	炮術	島津傳	精銳銃手	薩摩	1528	81	62	80	84	307	普通	革新	武士	佛教		○	A	9
武田義統	威壓	海神	炮術		港口奉行	加征米稅	若狹	1540	64	62	46	44	216	普通	保守	名門	佛教		○	B	5
筒井順昭	罵聲	鐵壁	攻城	地利	僧侶之悟	能人之治	大和	1535	82	62	81	82	307	普通	中庸	僧侶	佛教			B	10
十市遠勝	突襲	修繕			治水奉行	歸農主義	大和	1544	55	62	66	32	215	普通	保守	武士	佛教			B	7
成富茂安	混亂	防災			工事奉行	地區檢地	肥前	1574	56	62	68	91	277	普通	革新	武士	佛教			B	8
蘆名盛隆	突襲	牢固			旗幟奉行	武斷主義	巖代	1575	48	62	47	47	204	貪婪	保守	武士	佛教			C	11
二階堂盛隆																					
禰寢清年	突襲	炮術			甲冑奉行	役商基建	大隅	1524	59	62	37	46	204	普通	保守	武士	佛教			B	8
波多野秀治	止步	自衛	攻城		治水奉行	調遣民夫	丹波	1563	58	62	75	34	229	淡泊	保守	武士	佛教			B	8
一柳直盛	內訌	盡心盡力			治水奉行	速食軍糧	美濃	1578	63	62	60	53	238	淡泊	革新	武士	佛教			B	7
堀尾忠氏	攪亂	修繕			庶民之悟	歸農主義	近江	1592	70	62	64	59	255	普通	中庸	庶民	佛教			C	7
本多康重	飛馳	盡心盡力			樂市奉行	調遣民夫	三河	1562	66	62	58	47	233	淡泊	中庸	武士	佛教			B	4
本多重次	警戒	鐵壁			樂市奉行	練武練兵	三河	1543	64	62	50	61	237	淡泊	中庸	武士	一向宗			B	5
松平定行	激勵	雄辯			軍糧奉行	重視內治	三河	1601	58	62	45	73	238	普通	革新	武士	佛教			B	4
三好政康	突襲	攻勢			三好傳	增強兵役	阿波	1542	58	62	51	49	220	貪婪	中庸	武士	佛教			B	11
宗像正氏	混亂	人脈	牢固		寺社奉行	加征米稅	筑前	1508	72	62	71	55	260	貪婪	保守	僧侶	佛教			B	8
毛利元康	激勵	反攻			毛利傳	重視內治	安藝	1574	55	62	53	49	219	普通	保守	武士	佛教			B	8
本山親茂	飛馳	鐵壁			樂市奉行	購買糧食	土佐	1559	65	62	56	46	229	普通	保守	武士	佛教			B	6
谷柏直家	混亂	炮術			甲冑奉行	補給鐵炮	羽前	1565	60	62	61	53	236	普通	保守	武士	佛教	○	○	A	5
赤星道重	突襲	堅陣			南蠻奉行	固守城池	肥后	1617	47	63	41	23	174	淡泊	中庸	武士	基督教			C	8
秋月文種	突襲	鐵壁			旗幟奉行	歸農主義	筑前	1531	53	63	40	40	196	貪婪	保守	武士	佛教			B	9
阿部正次	威壓	乾坤	工事		軍糧奉行	重農主義	三河	1584	47	63	62	79	251	淡泊	保守	武士	佛教			B	3
有馬晴信	飛馳	攻城			南蠻奉行	交易主義	肥前	1576	53	63	37	57	210	貪婪	革新	武士	基督教		○	B	10
石川貞政	警戒	用兵			軍糧奉行	積草屯糧	美濃	1590	62	63	58	67	250	普通	革新	武士	佛教			B	4
南部利直	罵聲	盡心盡力	計謀	能吏	南部傳	補給騎兵	陸奧	1591	70	63	80	76	289	普通	革新	武士	佛教			B	10
石川利直																					
井田親之	飛馳	攻城			旗幟奉行	歸農主義	筑前	1547	42	63	41	33	179	貪婪	保守	武士	佛教	○		C	9
豬俁邦憲	內訌	攻城			治水奉行	人海戰術	伊豆	1564	49	63	65	26	203	貪婪	中庸	武士	佛教			B	10
宇喜多詮家	警戒	能吏			甲冑奉行	武斷主義	備前	1582	60	63	32	27	182	貪婪	革新	武士	佛教			C	8
宇佐美定滿	治療	乾坤	用兵	計謀	軍師之悟	積草屯糧	越后	1504	83	63	92	66	304	普通	保守	軍師	佛教			A	10
岡本良勝	突襲	攻勢			甲冑奉行	補給鐵炮	尾張	1558	48	63	53	56	220	普通	中庸	武士	佛教			B	7
小場義成	警戒	盡心盡力			工事奉行	常備兵訓練	長陸	1582	66	63	56	64	249	淡泊	革新	武士	佛教			B	4
小山田茂誠	威壓	馬術			馬術奉行	強化騎兵	甲斐	1577	70	63	49	39	221	普通	中庸	武士	佛教	○		B	4
兼平綱則	混亂	攻城			樂市奉行	補給騎兵	陸奧	1558	54	63	67	62	246	普通	保守	武士	佛教			B	7
